年份,品类,指标,省份,数值,单位,作物类别
2023,糖料,种植面积,内蒙古,993149.9999999999,亩,经济作物
2023,糖料,种植面积,辽宁,2100.0,亩,经济作物
2023,糖料,种植面积,吉林,4500.0,亩,经济作物
2023,糖料,种植面积,黑龙江,62699.99999999999,亩,经济作物
2023,糖料,种植面积,上海,450.0,亩,经济作物
2023,糖料,种植面积,江苏,44250.0,亩,经济作物
2023,糖料,种植面积,浙江,89250.0,亩,经济作物
2023,糖料,种植面积,安徽,31950.0,亩,经济作物
2023,糖料,种植面积,福建,76500.0,亩,经济作物
2023,糖料,种植面积,江西,199950.0,亩,经济作物
2023,糖料,种植面积,河南,16500.0,亩,经济作物
2023,糖料,种植面积,湖北,94500.0,亩,经济作物
2023,糖料,种植面积,湖南,113250.0,亩,经济作物
2023,糖料,种植面积,广东,2138100.0,亩,经济作物
2023,糖料,种植面积,广西,12526350.0,亩,经济作物
2023,糖料,种植面积,重庆,27600.0,亩,经济作物
2023,糖料,种植面积,四川,144300.0,亩,经济作物
2023,糖料,种植面积,贵州,95850.0,亩,经济作物
2023,糖料,种植面积,云南,3226950.0,亩,经济作物
2023,糖料,种植面积,陕西,1200.0,亩,经济作物
2023,糖料,种植面积,甘肃,35250.0,亩,经济作物
2023,糖料,种植面积,新疆,923700.0,亩,经济作物
2023,红小豆,产量,河北,4000.0,吨,粮食作物
2023,红小豆,产量,山西,4000.0,吨,粮食作物
2023,红小豆,产量,内蒙古,18000.0,吨,粮食作物
2023,红小豆,产量,辽宁,2000.0,吨,粮食作物
2023,红小豆,产量,吉林,14000.0,吨,粮食作物
2023,红小豆,产量,黑龙江,73000.0,吨,粮食作物
2023,红小豆,产量,江苏,9000.0,吨,粮食作物
2023,红小豆,产量,安徽,11000.0,吨,粮食作物
2023,红小豆,产量,福建,1000.0,吨,粮食作物
2023,红小豆,产量,江西,2000.0,吨,粮食作物
2023,红小豆,产量,山东,2000.0,吨,粮食作物
2023,红小豆,产量,河南,5000.0,吨,粮食作物
2023,红小豆,产量,湖南,2000.0,吨,粮食作物
2023,红小豆,产量,广东,3000.0,吨,粮食作物
2023,红小豆,产量,广西,1000.0,吨,粮食作物
2023,红小豆,产量,海南,1000.0,吨,粮食作物
2023,红小豆,产量,重庆,3000.0,吨,粮食作物
2023,红小豆,产量,四川,4000.0,吨,粮食作物
2023,红小豆,产量,贵州,1000.0,吨,粮食作物
2023,红小豆,产量,云南,3000.0,吨,粮食作物
2023,红小豆,产量,陕西,22000.0,吨,粮食作物
2023,红小豆,产量,甘肃,3000.0,吨,粮食作物
2023,红小豆,种植面积,北京,1500.0,亩,粮食作物
2023,红小豆,种植面积,天津,1500.0,亩,粮食作物
2023,红小豆,种植面积,河北,42000.0,亩,粮食作物
2023,红小豆,种植面积,山西,46500.0,亩,粮食作物
2023,红小豆,种植面积,内蒙古,174000.0,亩,粮食作物
2023,红小豆,种植面积,辽宁,15000.0,亩,粮食作物
2023,红小豆,种植面积,吉林,120000.0,亩,粮食作物
2023,红小豆,种植面积,黑龙江,747000.0,亩,粮食作物
2023,红小豆,种植面积,江苏,60000.0,亩,粮食作物
2023,红小豆,种植面积,福建,6000.0,亩,粮食作物
2023,红小豆,种植面积,江西,9000.0,亩,粮食作物
2023,红小豆,种植面积,山东,10500.0,亩,粮食作物
2023,红小豆,种植面积,河南,40500.0,亩,粮食作物
2023,红小豆,种植面积,湖北,43500.0,亩,粮食作物
2023,红小豆,种植面积,湖南,18000.0,亩,粮食作物
2023,红小豆,种植面积,广东,16500.0,亩,粮食作物
2023,红小豆,种植面积,广西,10500.0,亩,粮食作物
2023,红小豆,种植面积,海南,4500.0,亩,粮食作物
2023,红小豆,种植面积,重庆,24000.0,亩,粮食作物
2023,红小豆,种植面积,四川,28500.0,亩,粮食作物
2023,红小豆,种植面积,贵州,13500.0,亩,粮食作物
2023,红小豆,种植面积,云南,22500.0,亩,粮食作物
2023,红小豆,种植面积,陕西,220500.0,亩,粮食作物
2023,红小豆,种植面积,甘肃,25500.0,亩,粮食作物
2023,红枣,产量,全国,7400000.0,吨,经济作物
2023,红枣,产量,北京,4000.0,吨,经济作物
2023,红枣,产量,天津,19000.0,吨,经济作物
2023,红枣,产量,河北,784000.0,吨,经济作物
2023,红枣,产量,内蒙古,5000.0,吨,经济作物
2023,红枣,产量,辽宁,126000.0,吨,经济作物
2023,红枣,产量,江苏,3000.0,吨,经济作物
2023,红枣,产量,浙江,1000.0,吨,经济作物
2023,红枣,产量,安徽,25000.0,吨,经济作物
2023,红枣,产量,山东,629000.0,吨,经济作物
2023,红枣,产量,河南,113000.0,吨,经济作物
2023,红枣,产量,湖北,15000.0,吨,经济作物
2023,红枣,产量,湖南,35000.0,吨,经济作物
2023,红枣,产量,广西,34000.0,吨,经济作物
2023,红枣,产量,重庆,7000.0,吨,经济作物
2023,红枣,产量,四川,17000.0,吨,经济作物
2023,红枣,产量,贵州,5000.0,吨,经济作物
2023,红枣,产量,云南,25000.0,吨,经济作物
2023,红枣,产量,陕西,1334000.0,吨,经济作物
2023,红枣,产量,甘肃,91805.0,吨,经济作物
2023,红枣,产量,宁夏,98000.0,吨,经济作物
2023,红枣,产量,新疆,3267000.0,吨,经济作物
2023,绿豆,产量,河北,9000.0,吨,粮食作物
2023,绿豆,产量,内蒙古,59000.0,吨,粮食作物
2023,绿豆,产量,辽宁,4000.0,吨,粮食作物
2023,绿豆,产量,吉林,51000.0,吨,粮食作物
2023,绿豆,产量,黑龙江,3000.0,吨,粮食作物
2023,绿豆,产量,江苏,4000.0,吨,粮食作物
2023,绿豆,产量,安徽,48000.0,吨,粮食作物
2023,绿豆,产量,福建,2000.0,吨,粮食作物
2023,绿豆,产量,江西,6000.0,吨,粮食作物
2023,绿豆,产量,山东,4000.0,吨,粮食作物
2023,绿豆,产量,河南,22000.0,吨,粮食作物
2023,绿豆,产量,湖北,8000.0,吨,粮食作物
2023,绿豆,产量,湖南,24000.0,吨,粮食作物
2023,绿豆,产量,广东,4000.0,吨,粮食作物
2023,绿豆,产量,广西,21000.0,吨,粮食作物
2023,绿豆,产量,重庆,22000.0,吨,粮食作物
2023,绿豆,产量,四川,28000.0,吨,粮食作物
2023,绿豆,产量,贵州,2000.0,吨,粮食作物
2023,绿豆,产量,云南,3000.0,吨,粮食作物
2023,绿豆,产量,陕西,17000.0,吨,粮食作物
2023,绿豆,产量,新疆,1000.0,吨,粮食作物
2023,绿豆,种植面积,河北,75000.0,亩,粮食作物
2023,绿豆,种植面积,山西,127500.0,亩,粮食作物
2023,绿豆,种植面积,内蒙古,715500.0,亩,粮食作物
2023,绿豆,种植面积,辽宁,42000.0,亩,粮食作物
2023,绿豆,种植面积,吉林,480000.0,亩,粮食作物
2023,绿豆,种植面积,黑龙江,48000.0,亩,粮食作物
2023,绿豆,种植面积,江苏,22500.0,亩,粮食作物
2023,绿豆,种植面积,安徽,543000.0,亩,粮食作物
2023,绿豆,种植面积,福建,12000.0,亩,粮食作物
2023,绿豆,种植面积,江西,63000.0,亩,粮食作物
2023,绿豆,种植面积,山东,21000.0,亩,粮食作物
2023,绿豆,种植面积,河南,260999.99999999997,亩,粮食作物
2023,绿豆,种植面积,湖北,79500.0,亩,粮食作物
2023,绿豆,种植面积,湖南,169500.0,亩,粮食作物
2023,绿豆,种植面积,广东,25500.0,亩,粮食作物
2023,绿豆,种植面积,广西,205500.0,亩,粮食作物
2023,绿豆,种植面积,海南,4500.0,亩,粮食作物
2023,绿豆,种植面积,重庆,163500.0,亩,粮食作物
2023,绿豆,种植面积,贵州,21000.0,亩,粮食作物
2023,绿豆,种植面积,云南,25500.0,亩,粮食作物
2023,绿豆,种植面积,陕西,166500.0,亩,粮食作物
2023,绿豆,种植面积,甘肃,9000.0,亩,粮食作物
2023,绿豆,种植面积,新疆,3000.0,亩,粮食作物
2023,胡麻籽,种植面积,河北,330000.0,亩,经济作物
2023,胡麻籽,种植面积,山西,283500.0,亩,经济作物
2023,胡麻籽,种植面积,内蒙古,436500.0,亩,经济作物
2023,胡麻籽,种植面积,黑龙江,6000.0,亩,经济作物
2023,胡麻籽,种植面积,贵州,1500.0,亩,经济作物
2023,胡麻籽,种植面积,陕西,22500.0,亩,经济作物
2023,胡麻籽,种植面积,甘肃,1111500.0,亩,经济作物
2023,胡麻籽,种植面积,青海,15000.0,亩,经济作物
2023,胡麻籽,种植面积,宁夏,256500.00000000003,亩,经济作物
2023,胡麻籽,种植面积,新疆,13500.0,亩,经济作物
2023,芝麻,产量,全国,453400.00000000006,吨,经济作物
2023,芝麻,产量,河北,2400.0,吨,经济作物
2023,芝麻,产量,黑龙江,500.0,吨,经济作物
2023,芝麻,产量,江苏,13400.0,吨,经济作物
2023,芝麻,产量,浙江,10300.0,吨,经济作物
2023,芝麻,产量,安徽,29800.0,吨,经济作物
2023,芝麻,产量,福建,400.0,吨,经济作物
2023,芝麻,产量,江西,39700.0,吨,经济作物
2023,芝麻,产量,山东,2300.0,吨,经济作物
2023,芝麻,产量,河南,168000.0,吨,经济作物
2023,芝麻,产量,湖北,129900.0,吨,经济作物
2023,芝麻,产量,湖南,17500.0,吨,经济作物
2023,芝麻,产量,广东,6600.0,吨,经济作物
2023,芝麻,产量,广西,9500.0,吨,经济作物
2023,芝麻,产量,海南,800.0,吨,经济作物
2023,芝麻,产量,重庆,4800.0,吨,经济作物
2023,芝麻,产量,四川,3100.0,吨,经济作物
2023,芝麻,产量,云南,100.0,吨,经济作物
2023,芝麻,产量,陕西,11500.0,吨,经济作物
2023,芝麻,产量,新疆,300.0,吨,经济作物
2023,芝麻,种植面积,全国,4201950.0,亩,经济作物
2023,芝麻,种植面积,河北,27000.0,亩,经济作物
2023,芝麻,种植面积,山西,24000.0,亩,经济作物
2023,芝麻,种植面积,黑龙江,6000.0,亩,经济作物
2023,芝麻,种植面积,江苏,108000.0,亩,经济作物
2023,芝麻,种植面积,浙江,88500.0,亩,经济作物
2023,芝麻,种植面积,安徽,268500.0,亩,经济作物
2023,芝麻,种植面积,福建,4500.0,亩,经济作物
2023,芝麻,种植面积,江西,491999.99999999994,亩,经济作物
2023,芝麻,种植面积,山东,16500.0,亩,经济作物
2023,芝麻,种植面积,河南,1543500.0,亩,经济作物
2023,芝麻,种植面积,湖北,1132500.0,亩,经济作物
2023,芝麻,种植面积,湖南,175500.0,亩,经济作物
2023,芝麻,种植面积,广东,51000.0,亩,经济作物
2023,芝麻,种植面积,广西,45000.0,亩,经济作物
2023,芝麻,种植面积,海南,10500.0,亩,经济作物
2023,芝麻,种植面积,四川,28500.0,亩,经济作物
2023,芝麻,种植面积,贵州,4500.0,亩,经济作物
2023,芝麻,种植面积,云南,1500.0,亩,经济作物
2023,芝麻,种植面积,陕西,112500.0,亩,经济作物
2023,芝麻,种植面积,新疆,3000.0,亩,经济作物
2023,花生,产量,全国,19230700.0,吨,经济作物
2023,花生,产量,北京,9000.0,吨,经济作物
2023,花生,产量,天津,2100.0,吨,经济作物
2023,花生,产量,河北,941800.0000000001,吨,经济作物
2023,花生,产量,山西,17200.0,吨,经济作物
2023,花生,产量,内蒙古,187300.0,吨,经济作物
2023,花生,产量,辽宁,1272000.0,吨,经济作物
2023,花生,产量,吉林,863100.0,吨,经济作物
2023,花生,产量,黑龙江,133900.0,吨,经济作物
2023,花生,产量,上海,300.0,吨,经济作物
2023,花生,产量,江苏,407100.0,吨,经济作物
2023,花生,产量,浙江,50599.99999999999,吨,经济作物
2023,花生,产量,安徽,732700.0,吨,经济作物
2023,花生,产量,福建,229899.99999999997,吨,经济作物
2023,花生,产量,山东,2768100.0,吨,经济作物
2023,花生,产量,河南,6388600.0,吨,经济作物
2023,花生,产量,湖北,930900.0,吨,经济作物
2023,花生,产量,湖南,322200.0,吨,经济作物
2023,花生,产量,广东,1195400.0,吨,经济作物
2023,花生,产量,广西,754900.0,吨,经济作物
2023,花生,产量,海南,78600.0,吨,经济作物
2023,花生,产量,重庆,151100.0,吨,经济作物
2023,花生,产量,四川,827099.9999999999,吨,经济作物
2023,花生,产量,贵州,104000.0,吨,经济作物
2023,花生,产量,云南,92100.00000000001,吨,经济作物
2023,花生,产量,西藏,100.0,吨,经济作物
2023,花生,产量,陕西,115399.99999999999,吨,经济作物
2023,花生,产量,甘肃,600.0,吨,经济作物
2023,花生,产量,新疆,76800.0,吨,经济作物
2023,花生,种植面积,全国,71967600.0,亩,经济作物
2023,花生,种植面积,北京,40650.0,亩,经济作物
2023,花生,种植面积,天津,9300.0,亩,经济作物
2023,花生,种植面积,山西,85650.0,亩,经济作物
2023,花生,种植面积,内蒙古,672300.0,亩,经济作物
2023,花生,种植面积,辽宁,4759200.0,亩,经济作物
2023,花生,种植面积,吉林,3403350.0,亩,经济作物
2023,花生,种植面积,黑龙江,417000.0,亩,经济作物
2023,花生,种植面积,上海,1650.0,亩,经济作物
2023,花生,种植面积,江苏,1426950.0,亩,经济作物
2023,花生,种植面积,浙江,243900.00000000003,亩,经济作物
2023,花生,种植面积,安徽,2216700.0,亩,经济作物
2023,花生,种植面积,福建,1132500.0,亩,经济作物
2023,花生,种植面积,江西,2734650.0,亩,经济作物
2023,花生,种植面积,山东,9198750.0,亩,经济作物
2023,花生,种植面积,河南,19605600.0,亩,经济作物
2023,花生,种植面积,湖北,3842700.0,亩,经济作物
2023,花生,种植面积,湖南,1783500.0,亩,经济作物
2023,花生,种植面积,广东,5302500.0,亩,经济作物
2023,花生,种植面积,广西,3494700.0,亩,经济作物
2023,花生,种植面积,海南,452700.0,亩,经济作物
2023,花生,种植面积,重庆,990450.0,亩,经济作物
2023,花生,种植面积,贵州,609150.0,亩,经济作物
2023,花生,种植面积,云南,679650.0,亩,经济作物
2023,花生,种植面积,西藏,450.0,亩,经济作物
2023,花生,种植面积,陕西,555450.0,亩,经济作物
2023,花生,种植面积,甘肃,2250.0,亩,经济作物
2023,花生,种植面积,新疆,222150.0,亩,经济作物
2023,苹果,产量,全国,49601700.0,吨,经济作物
2023,苹果,产量,北京,29800.0,吨,经济作物
2023,苹果,产量,天津,19700.0,吨,经济作物
2023,苹果,产量,河北,2695899.9999999995,吨,经济作物
2023,苹果,产量,山西,4414800.0,吨,经济作物
2023,苹果,产量,内蒙古,357100.0,吨,经济作物
2023,苹果,产量,辽宁,2889000.0,吨,经济作物
2023,苹果,产量,吉林,85800.0,吨,经济作物
2023,苹果,产量,黑龙江,141000.0,吨,经济作物
2023,苹果,产量,江苏,573400.0,吨,经济作物
2023,苹果,产量,安徽,368200.0,吨,经济作物
2023,苹果,产量,山东,10398200.0,吨,经济作物
2023,苹果,产量,湖北,2400.0,吨,经济作物
2023,苹果,产量,重庆,5500.0,吨,经济作物
2023,苹果,产量,四川,1021500.0,吨,经济作物
2023,苹果,产量,贵州,339900.0,吨,经济作物
2023,苹果,产量,云南,747700.0,吨,经济作物
2023,苹果,产量,西藏,9500.0,吨,经济作物
2023,苹果,产量,陕西,13751199.999999998,吨,经济作物
2023,苹果,产量,甘肃,5118700.0,吨,经济作物
2023,苹果,产量,青海,4600.0,吨,经济作物
2023,苹果,产量,宁夏,244500.0,吨,经济作物
2023,苹果,产量,新疆,2159600.0,吨,经济作物
2023,苹果园,种植面积,全国,28927500.0,亩,经济作物
2023,苹果园,种植面积,北京,61499.99999999999,亩,经济作物
2023,苹果园,种植面积,天津,19500.0,亩,经济作物
2023,苹果园,种植面积,河北,1666500.0,亩,经济作物
2023,苹果园,种植面积,山西,1966500.0,亩,经济作物
2023,苹果园,种植面积,内蒙古,670500.0,亩,经济作物
2023,苹果园,种植面积,辽宁,1960499.9999999998,亩,经济作物
2023,苹果园,种植面积,吉林,111000.0,亩,经济作物
2023,苹果园,种植面积,江苏,390000.0,亩,经济作物
2023,苹果园,种植面积,安徽,160500.0,亩,经济作物
2023,苹果园,种植面积,山东,3547500.0,亩,经济作物
2023,苹果园,种植面积,河南,1512150.0,亩,经济作物
2023,苹果园,种植面积,湖北,7500.0,亩,经济作物
2023,苹果园,种植面积,重庆,9000.0,亩,经济作物
2023,苹果园,种植面积,四川,727500.0,亩,经济作物
2023,苹果园,种植面积,贵州,408000.0,亩,经济作物
2023,苹果园,种植面积,云南,865500.0,亩,经济作物
2023,苹果园,种植面积,西藏,43500.0,亩,经济作物
2023,苹果园,种植面积,陕西,9229500.0,亩,经济作物
2023,苹果园,种植面积,甘肃,3846450.0,亩,经济作物
2023,苹果园,种植面积,青海,9000.0,亩,经济作物
2023,苹果园,种植面积,宁夏,324000.0,亩,经济作物
2023,苹果园,种植面积,新疆,1245000.0,亩,经济作物
2023,茶叶,产量,西藏,181.77,吨,经济作物
2023,茶园,种植面积,全国,51450000.0,亩,经济作物
2023,茶园,种植面积,河北,300.0,亩,经济作物
2023,茶园,种植面积,山西,15000.0,亩,经济作物
2023,茶园,种植面积,上海,2400.0,亩,经济作物
2023,茶园,种植面积,江苏,510000.0,亩,经济作物
2023,茶园,种植面积,浙江,3160500.0,亩,经济作物
2023,茶园,种植面积,安徽,3178500.0,亩,经济作物
2023,茶园,种植面积,福建,3727500.0,亩,经济作物
2023,茶园,种植面积,江西,1831500.0,亩,经济作物
2023,茶园,种植面积,山东,408000.0,亩,经济作物
2023,茶园,种植面积,河南,1752000.0,亩,经济作物
2023,茶园,种植面积,湖北,5746500.0,亩,经济作物
2023,茶园,种植面积,湖南,3241500.0,亩,经济作物
2023,茶园,种植面积,广东,1690500.0,亩,经济作物
2023,茶园,种植面积,广西,1608000.0,亩,经济作物
2023,茶园,种植面积,海南,39000.0,亩,经济作物
2023,茶园,种植面积,重庆,840000.0,亩,经济作物
2023,茶园,种植面积,四川,6216000.0,亩,经济作物
2023,茶园,种植面积,贵州,6750000.0,亩,经济作物
2023,茶园,种植面积,云南,8032500.0,亩,经济作物
2023,茶园,种植面积,西藏,57000.0,亩,经济作物
2023,茶园,种植面积,陕西,2449500.0,亩,经济作物
2023,菠萝,产量,全国,2068000.0,吨,经济作物
2023,菠萝,产量,福建,18000.0,吨,经济作物
2023,菠萝,产量,广东,1320000.0,吨,经济作物
2023,菠萝,产量,广西,38000.0,吨,经济作物
2023,菠萝,产量,海南,560000.0,吨,经济作物
2023,菠萝,产量,四川,1000.0,吨,经济作物
2023,菠萝,产量,云南,132000.0,吨,经济作物
2023,葡萄,产量,全国,16166099.999999998,吨,经济作物
2023,葡萄,产量,北京,9200.0,吨,经济作物
2023,葡萄,产量,天津,43600.0,吨,经济作物
2023,葡萄,产量,河北,1366600.0,吨,经济作物
2023,葡萄,产量,山西,447900.0,吨,经济作物
2023,葡萄,产量,内蒙古,47600.0,吨,经济作物
2023,葡萄,产量,辽宁,894700.0,吨,经济作物
2023,葡萄,产量,吉林,77000.0,吨,经济作物
2023,葡萄,产量,黑龙江,81199.99999999999,吨,经济作物
2023,葡萄,产量,上海,35900.0,吨,经济作物
2023,葡萄,产量,江苏,698400.0,吨,经济作物
2023,葡萄,产量,浙江,762200.0,吨,经济作物
2023,葡萄,产量,福建,254200.00000000003,吨,经济作物
2023,葡萄,产量,江西,119400.0,吨,经济作物
2023,葡萄,产量,山东,1263100.0,吨,经济作物
2023,葡萄,产量,河南,914400.0,吨,经济作物
2023,葡萄,产量,湖北,335800.0,吨,经济作物
2023,葡萄,产量,湖南,288700.0,吨,经济作物
2023,葡萄,产量,广西,747400.0,吨,经济作物
2023,葡萄,产量,重庆,138600.0,吨,经济作物
2023,葡萄,产量,四川,576200.0,吨,经济作物
2023,葡萄,产量,贵州,439700.0,吨,经济作物
2023,葡萄,产量,云南,1097200.0,吨,经济作物
2023,葡萄,产量,西藏,5400.0,吨,经济作物
2023,葡萄,产量,陕西,931400.0,吨,经济作物
2023,葡萄,产量,甘肃,269400.0,吨,经济作物
2023,葡萄,产量,宁夏,199200.00000000003,吨,经济作物
2023,葡萄,产量,新疆,3476600.0000000005,吨,经济作物
2023,葡萄园,种植面积,全国,10443000.0,亩,经济作物
2023,葡萄园,种植面积,北京,19500.0,亩,经济作物
2023,葡萄园,种植面积,天津,31500.0,亩,经济作物
2023,葡萄园,种植面积,山西,252000.0,亩,经济作物
2023,葡萄园,种植面积,内蒙古,55500.0,亩,经济作物
2023,葡萄园,种植面积,辽宁,487500.0,亩,经济作物
2023,葡萄园,种植面积,吉林,61499.99999999999,亩,经济作物
2023,葡萄园,种植面积,黑龙江,42000.0,亩,经济作物
2023,葡萄园,种植面积,上海,31500.0,亩,经济作物
2023,葡萄园,种植面积,江苏,513000.00000000006,亩,经济作物
2023,葡萄园,种植面积,浙江,432000.0,亩,经济作物
2023,葡萄园,种植面积,安徽,388500.0,亩,经济作物
2023,葡萄园,种植面积,福建,168000.0,亩,经济作物
2023,葡萄园,种植面积,江西,138000.0,亩,经济作物
2023,葡萄园,种植面积,山东,532500.0,亩,经济作物
2023,葡萄园,种植面积,河南,538050.0,亩,经济作物
2023,葡萄园,种植面积,湖北,250500.0,亩,经济作物
2023,葡萄园,种植面积,湖南,430500.0,亩,经济作物
2023,葡萄园,种植面积,广西,481500.0,亩,经济作物
2023,葡萄园,种植面积,重庆,147000.0,亩,经济作物
2023,葡萄园,种植面积,四川,556500.0,亩,经济作物
2023,葡萄园,种植面积,贵州,382500.0,亩,经济作物
2023,葡萄园,种植面积,西藏,16500.0,亩,经济作物
2023,葡萄园,种植面积,陕西,768000.0,亩,经济作物
2023,葡萄园,种植面积,甘肃,223800.0,亩,经济作物
2023,葡萄园,种植面积,宁夏,471900.0,亩,经济作物
2023,葡萄园,种植面积,新疆,1782000.0,亩,经济作物
2023,蔬菜,产量,全国,828681100.0,吨,经济作物
2023,蔬菜,产量,北京,2075000.0,吨,经济作物
2023,蔬菜,产量,天津,2537000.0,吨,经济作物
2023,蔬菜,产量,河北,54980000.0,吨,经济作物
2023,蔬菜,产量,山西,10659000.0,吨,经济作物
2023,蔬菜,产量,内蒙古,10971000.0,吨,经济作物
2023,蔬菜,产量,辽宁,21397000.0,吨,经济作物
2023,蔬菜,产量,吉林,5400000.0,吨,经济作物
2023,蔬菜,产量,黑龙江,8705000.0,吨,经济作物
2023,蔬菜,产量,上海,2548000.0,吨,经济作物
2023,蔬菜,产量,江苏,61356000.0,吨,经济作物
2023,蔬菜,产量,浙江,19925000.0,吨,经济作物
2023,蔬菜,产量,安徽,26301000.0,吨,经济作物
2023,蔬菜,产量,福建,18048000.0,吨,经济作物
2023,蔬菜,产量,山东,92724000.0,吨,经济作物
2023,蔬菜,产量,河南,80456000.0,吨,经济作物
2023,蔬菜,产量,湖北,45027000.0,吨,经济作物
2023,蔬菜,产量,湖南,44888000.0,吨,经济作物
2023,蔬菜,产量,广东,40993000.0,吨,经济作物
2023,蔬菜,产量,广西,44250000.0,吨,经济作物
2023,蔬菜,产量,海南,6329000.0,吨,经济作物
2023,蔬菜,产量,重庆,23620100.000000004,吨,经济作物
2023,蔬菜,产量,贵州,34700000.0,吨,经济作物
2023,蔬菜,产量,云南,29608300.0,吨,经济作物
2023,蔬菜,产量,西藏,883900.0,吨,经济作物
2023,蔬菜,产量,陕西,21512000.0,吨,经济作物
2023,蔬菜,产量,甘肃,18226000.0,吨,经济作物
2023,蔬菜,产量,青海,1585000.0,吨,经济作物
2023,蔬菜,产量,宁夏,5445400.0,吨,经济作物
2023,蔬菜,产量,新疆,20742000.0,吨,经济作物
2023,蔬菜,种植面积,全国,343101900.0,亩,经济作物
2023,蔬菜,种植面积,北京,772350.0,亩,经济作物
2023,蔬菜,种植面积,天津,825000.0,亩,经济作物
2023,蔬菜,种植面积,山西,3405750.0,亩,经济作物
2023,蔬菜,种植面积,内蒙古,3280500.0,亩,经济作物
2023,蔬菜,种植面积,辽宁,5152500.0,亩,经济作物
2023,蔬菜,种植面积,吉林,2133000.0,亩,经济作物
2023,蔬菜,种植面积,黑龙江,2908800.0,亩,经济作物
2023,蔬菜,种植面积,上海,1284300.0,亩,经济作物
2023,蔬菜,种植面积,江苏,22265100.0,亩,经济作物
2023,蔬菜,种植面积,浙江,10070250.0,亩,经济作物
2023,蔬菜,种植面积,安徽,11808600.0,亩,经济作物
2023,蔬菜,种植面积,福建,9615150.0,亩,经济作物
2023,蔬菜,种植面积,江西,10707000.0,亩,经济作物
2023,蔬菜,种植面积,山东,23683800.0,亩,经济作物
2023,蔬菜,种植面积,河南,26991000.0,亩,经济作物
2023,蔬菜,种植面积,湖北,20374350.0,亩,经济作物
2023,蔬菜,种植面积,湖南,21503100.0,亩,经济作物
2023,蔬菜,种植面积,广东,21805950.0,亩,经济作物
2023,蔬菜,种植面积,广西,25574400.0,亩,经济作物
2023,蔬菜,种植面积,海南,4135500.0,亩,经济作物
2023,蔬菜,种植面积,重庆,12434400.0,亩,经济作物
2023,蔬菜,种植面积,贵州,21561300.0,亩,经济作物
2023,蔬菜,种植面积,云南,20085750.0,亩,经济作物
2023,蔬菜,种植面积,西藏,430350.0,亩,经济作物
2023,蔬菜,种植面积,陕西,8374950.000000001,亩,经济作物
2023,蔬菜,种植面积,甘肃,7285800.0,亩,经济作物
2023,蔬菜,种植面积,青海,657600.0,亩,经济作物
2023,蔬菜,种植面积,宁夏,2004750.0,亩,经济作物
2023,蔬菜,种植面积,新疆,5571000.0,亩,经济作物
2023,薯类,产量,全国,30138800.0,吨,粮食作物
2023,薯类,产量,北京,11800.0,吨,粮食作物
2023,薯类,产量,天津,16900.0,吨,粮食作物
2023,薯类,产量,河北,1541300.0,吨,粮食作物
2023,薯类,产量,山西,603700.0,吨,粮食作物
2023,薯类,产量,内蒙古,1301100.0000000002,吨,粮食作物
2023,薯类,产量,辽宁,239400.0,吨,粮食作物
2023,薯类,产量,吉林,179500.0,吨,粮食作物
2023,薯类,产量,黑龙江,147200.0,吨,粮食作物
2023,薯类,产量,上海,700.0000000000001,吨,粮食作物
2023,薯类,产量,江苏,223500.0,吨,粮食作物
2023,薯类,产量,安徽,204000.0,吨,粮食作物
2023,薯类,产量,福建,860800.0,吨,粮食作物
2023,薯类,产量,江西,589600.0,吨,粮食作物
2023,薯类,产量,山东,1076800.0,吨,粮食作物
2023,薯类,产量,河南,1186200.0,吨,粮食作物
2023,薯类,产量,湖北,1110600.0,吨,粮食作物
2023,薯类,产量,湖南,1006500.0,吨,粮食作物
2023,薯类,产量,广东,1098800.0,吨,粮食作物
2023,薯类,产量,广西,552400.0,吨,粮食作物
2023,薯类,产量,海南,179600.0,吨,粮食作物
2023,薯类,产量,重庆,2836700.0,吨,粮食作物
2023,薯类,产量,四川,5265200.0,吨,粮食作物
2023,薯类,产量,贵州,2828300.0,吨,粮食作物
2023,薯类,产量,云南,2412700.0,吨,粮食作物
2023,薯类,产量,西藏,4300.0,吨,粮食作物
2023,薯类,产量,陕西,1183600.0,吨,粮食作物
2023,薯类,产量,甘肃,2221000.0,吨,粮食作物
2023,薯类,产量,青海,298200.0,吨,粮食作物
2023,薯类,产量,宁夏,299900.0,吨,粮食作物
2023,薯类,种植面积,全国,105720300.0,亩,粮食作物
2023,薯类,种植面积,北京,31049.999999999996,亩,粮食作物
2023,薯类,种植面积,天津,33750.0,亩,粮食作物
2023,薯类,种植面积,河北,3494850.0,亩,粮食作物
2023,薯类,种植面积,山西,2691000.0,亩,粮食作物
2023,薯类,种植面积,内蒙古,3710550.0,亩,粮食作物
2023,薯类,种植面积,辽宁,811500.0,亩,粮食作物
2023,薯类,种植面积,吉林,420900.0,亩,粮食作物
2023,薯类,种植面积,黑龙江,445650.0,亩,粮食作物
2023,薯类,种植面积,上海,1500.0,亩,粮食作物
2023,薯类,种植面积,江苏,501300.0,亩,粮食作物
2023,薯类,种植面积,浙江,1189650.0,亩,粮食作物
2023,薯类,种植面积,安徽,971700.0,亩,粮食作物
2023,薯类,种植面积,福建,2344200.0,亩,粮食作物
2023,薯类,种植面积,江西,2322300.0,亩,粮食作物
