年份,品类,指标,省份,数值,单位
2023,香蕉,产量,广东,4783000,吨
2023,香蕉,产量,广东,478.34,万吨
2023,香蕉,产量,广西,301.97,万吨
2023,香蕉,产量,海南,117.72,万吨
2023,香蕉,产量,海南,1177000,吨
2023,香蕉,产量,重庆,1000,吨
2023,香蕉,产量,重庆,0.15,万吨
2023,香蕉,产量,四川,36000,吨
2023,香蕉,产量,四川,3.57,万吨
2023,香蕉,产量,贵州,9.11,万吨
2023,香蕉,产量,贵州,91000,吨
2023,香蕉,产量,云南,2085000,吨
2023,香蕉,产量,云南,208.54,万吨
2023,香蕉,产量,西藏,0.05,吨
2023,香蕉园,种植面积,全国,320.80,千公顷
2023,香蕉园,种植面积,福建,12.60,千公顷
2023,香蕉园,种植面积,广东,106.30,千公顷
2023,香蕉园,种植面积,广西,79.50,千公顷
2023,香蕉园,种植面积,海南,35.20,千公顷
2023,香蕉园,种植面积,重庆,0.10,千公顷
2023,香蕉园,种植面积,四川,2,千公顷
2023,香蕉园,种植面积,贵州,9.30,千公顷
2023,马铃薯,产量,天津,0.10,万吨
2023,马铃薯,产量,河北,111.10,万吨
2023,马铃薯,产量,山西,52.90,万吨
2023,马铃薯,产量,内蒙古,129.80,万吨
2023,马铃薯,产量,辽宁,14.90,万吨
2023,马铃薯,产量,吉林,16.40,万吨
2023,马铃薯,产量,黑龙江,14.70,万吨
2023,马铃薯,产量,浙江,11.01,万吨
2023,马铃薯,产量,安徽,1.60,万吨
2023,马铃薯,产量,福建,21.28,万吨
2023,马铃薯,产量,江西,14.40,万吨
2023,马铃薯,产量,湖北,81.20,万吨
2023,马铃薯,产量,湖南,30.90,万吨
2023,马铃薯,产量,广东,21.30,万吨
2023,马铃薯,产量,广西,13,万吨
2023,马铃薯,产量,重庆,121.80,万吨
2023,马铃薯,产量,四川,292.70,万吨
2023,马铃薯,产量,贵州,231.63,万吨
2023,马铃薯,产量,云南,219.20,万吨
2023,马铃薯,产量,陕西,102,万吨
2023,马铃薯,产量,甘肃,222.10,万吨
2023,马铃薯,产量,青海,29.80,万吨
2023,马铃薯,产量,宁夏,29.99,万吨
2023,马铃薯,产量,新疆,19.60,万吨
2023,马铃薯,播种面积,浙江,26.69,千公顷
2023,马铃薯,播种面积,福建,49.16,千公顷
2023,马铃薯,播种面积,贵州,706.62,千公顷
2023,马铃薯,播种面积,甘肃,569,千公顷
2023,马铃薯,播种面积,宁夏,77.44,千公顷
2023,麻类,产量,全国,16.32,万吨
2023,麻类,产量,河北,0.02,万吨
2023,麻类,产量,山西,0,万吨
2023,麻类,产量,内蒙古,0.52,万吨
2023,麻类,产量,黑龙江,6.73,万吨
2023,麻类,产量,江苏,0.05,万吨
2023,麻类,产量,浙江,0,万吨
2023,麻类,产量,安徽,0.79,万吨
2023,麻类,产量,江西,0.41,万吨
2023,麻类,产量,河南,0.33,万吨
2023,麻类,产量,湖北,0.77,万吨
2023,麻类,产量,湖南,0.37,万吨
2023,麻类,产量,广东,0.02,万吨
2023,麻类,产量,广西,0.66,万吨
2023,麻类,产量,海南,0,万吨
2023,麻类,产量,重庆,0.29,万吨
2023,麻类,产量,四川,3.53,万吨
2023,麻类,产量,贵州,0.01,万吨
2023,麻类,产量,云南,0.02,万吨
2023,麻类,产量,陕西,0.03,万吨
2023,麻类,产量,甘肃,0.08,万吨
2023,麻类,产量,新疆,1.70,万吨
2023,麻类,播种面积,全国,49.22,千公顷
2023,麻类,播种面积,河北,0.13,千公顷
2023,麻类,播种面积,山西,0.01,千公顷
2023,麻类,播种面积,内蒙古,1.90,千公顷
2023,麻类,播种面积,黑龙江,10.01,千公顷
2023,麻类,播种面积,江苏,0.18,千公顷
2023,麻类,播种面积,安徽,1.80,千公顷
2023,麻类,播种面积,江西,2.39,千公顷
2023,麻类,播种面积,山东,0.01,千公顷
2023,麻类,播种面积,河南,0.71,千公顷
2023,麻类,播种面积,湖北,3.01,千公顷
2023,麻类,播种面积,湖南,1.54,千公顷
2023,麻类,播种面积,广东,0.05,千公顷
2023,麻类,播种面积,广西,2.06,千公顷
2023,麻类,播种面积,海南,0,千公顷
2023,麻类,播种面积,重庆,1.59,千公顷
2023,麻类,播种面积,四川,19.44,千公顷
2023,麻类,播种面积,贵州,0.05,千公顷
2023,麻类,播种面积,云南,0.09,千公顷
2023,麻类,播种面积,陕西,0.18,千公顷
2023,麻类,播种面积,甘肃,0.36,千公顷
2023,麻类,播种面积,新疆,3.72,千公顷
2023,黄红麻,产量,全国,1.22,万吨
2023,黄红麻,产量,安徽,0.20,万吨
2023,黄红麻,产量,江西,0,万吨
2023,黄红麻,产量,广东,0.02,万吨
2023,黄红麻,产量,广西,0.60,万吨
2023,黄红麻,播种面积,全国,3.60,千公顷
2023,黄红麻,播种面积,安徽,0.60,千公顷
2023,黄红麻,播种面积,江西,0,千公顷
2023,黄红麻,播种面积,河南,0.70,千公顷
2023,黄红麻,播种面积,湖南,0.10,千公顷
2023,黄红麻,播种面积,广东,0.05,千公顷
2023,黄红麻,播种面积,广西,2,千公顷
2023,黄红麻,播种面积,四川,0.10,千公顷
2023,黑茶,产量,全国,238000,吨
2023,黑茶,产量,浙江,1000,吨
2023,黑茶,产量,湖北,81000,吨
2023,黑茶,产量,湖南,105000,吨
2023,黑茶,产量,广西,15000,吨
2023,黑茶,产量,四川,29000,吨
2023,黑茶,产量,贵州,4000,吨
2023,黑茶,产量,陕西,5000,吨
2022,中稻和一季晚稻,产量,全国,14964.30,万吨
2022,中稻和一季晚稻,产量,天津,52.60,万吨
2022,中稻和一季晚稻,产量,河北,48.90,万吨
2022,中稻和一季晚稻,产量,山西,1.50,万吨
2022,中稻和一季晚稻,产量,内蒙古,90.20,万吨
2022,中稻和一季晚稻,产量,辽宁,425.60,万吨
2022,中稻和一季晚稻,产量,吉林,680.90,万吨
2022,中稻和一季晚稻,产量,黑龙江,2718,万吨
2022,中稻和一季晚稻,产量,上海,82.70,万吨
2022,中稻和一季晚稻,产量,江苏,1991.60,万吨
2022,中稻和一季晚稻,产量,浙江,326.70,万吨
2022,中稻和一季晚稻,产量,安徽,1380.70,万吨
2022,中稻和一季晚稻,产量,福建,169.10,万吨
2022,中稻和一季晚稻,产量,江西,616.40,万吨
2022,中稻和一季晚稻,产量,山东,90.60,万吨
2022,中稻和一季晚稻,产量,河南,479.20,万吨
2022,中稻和一季晚稻,产量,湖北,1692.50,万吨
2022,中稻和一季晚稻,产量,湖南,1104.20,万吨
2022,中稻和一季晚稻,产量,广西,94.40,万吨
2022,中稻和一季晚稻,产量,重庆,485.20,万吨
2022,中稻和一季晚稻,产量,贵州,395,万吨
2022,中稻和一季晚稻,产量,云南,442.30,万吨
2022,中稻和一季晚稻,产量,西藏,0.50,万吨
2022,中稻和一季晚稻,产量,陕西,73.30,万吨
2022,中稻和一季晚稻,产量,甘肃,1.50,万吨
2022,中稻和一季晚稻,产量,宁夏,23.70,万吨
2022,中稻和一季晚稻,产量,新疆,34.60,万吨
2022,中稻和一季晚稻,播种面积,全国,19588.70,千公顷
2022,中稻和一季晚稻,播种面积,北京,0.40,千公顷
2022,中稻和一季晚稻,播种面积,天津,55.30,千公顷
2022,中稻和一季晚稻,播种面积,河北,76.60,千公顷
2022,中稻和一季晚稻,播种面积,山西,2.20,千公顷
2022,中稻和一季晚稻,播种面积,内蒙古,117.20,千公顷
2022,中稻和一季晚稻,播种面积,辽宁,516.40,千公顷
2022,中稻和一季晚稻,播种面积,吉林,833.20,千公顷
2022,中稻和一季晚稻,播种面积,黑龙江,3601.40,千公顷
2022,中稻和一季晚稻,播种面积,上海,103.70,千公顷
2022,中稻和一季晚稻,播种面积,江苏,2221.40,千公顷
2022,中稻和一季晚稻,播种面积,浙江,416.10,千公顷
2022,中稻和一季晚稻,播种面积,福建,252.30,千公顷
2022,中稻和一季晚稻,播种面积,江西,936,千公顷
2022,中稻和一季晚稻,播种面积,山东,106.40,千公顷
2022,中稻和一季晚稻,播种面积,河南,601.70,千公顷
2022,中稻和一季晚稻,播种面积,湖北,1995.70,千公顷
2022,中稻和一季晚稻,播种面积,湖南,1481.90,千公顷
2022,中稻和一季晚稻,播种面积,广西,133.60,千公顷
2022,中稻和一季晚稻,播种面积,重庆,659.20,千公顷
2022,中稻和一季晚稻,播种面积,四川,1874,千公顷
2022,中稻和一季晚稻,播种面积,贵州,613.80,千公顷
2022,中稻和一季晚稻,播种面积,云南,670.80,千公顷
2022,中稻和一季晚稻,播种面积,西藏,0.80,千公顷
2022,中稻和一季晚稻,播种面积,陕西,106.10,千公顷
2022,中稻和一季晚稻,播种面积,甘肃,2.50,千公顷
2022,中稻和一季晚稻,播种面积,宁夏,29.40,千公顷
2022,中稻和一季晚稻,播种面积,新疆,36.70,千公顷
2022,亚麻,产量,全国,2.50,万吨
2022,亚麻,播种面积,全国,4.80,千公顷
2022,人均棉花,产量,全国,4.23,公斤
2022,人均棉花,产量,天津,0.24,公斤
2022,人均棉花,产量,河北,1.87,公斤
2022,人均棉花,产量,山西,0.01,公斤
2022,人均棉花,产量,辽宁,0,公斤
2022,人均棉花,产量,上海,0,公斤
2022,人均棉花,产量,江苏,0.07,公斤
2022,人均棉花,产量,浙江,0.07,公斤
2022,人均棉花,产量,安徽,0.42,公斤
2022,人均棉花,产量,福建,0,公斤
2022,人均棉花,产量,江西,0.48,公斤
2022,人均棉花,产量,山东,1.42,公斤
2022,人均棉花,产量,河南,0.14,公斤
2022,人均棉花,产量,湖北,1.77,公斤
2022,人均棉花,产量,湖南,1.24,公斤
2022,人均棉花,产量,广西,0.02,公斤
2022,人均棉花,产量,四川,0,公斤
2022,人均棉花,产量,贵州,0.01,公斤
2022,人均棉花,产量,陕西,0.01,公斤
2022,人均棉花,产量,甘肃,1.60,公斤
2022,人均油料,产量,全国,25.88,公斤
2022,人均油料,产量,北京,0.41,公斤
2022,人均油料,产量,天津,0.30,公斤
2022,人均油料,产量,河北,15.53,公斤
2022,人均油料,产量,山西,4.30,公斤
2022,人均油料,产量,内蒙古,70.81,公斤
2022,人均油料,产量,辽宁,26.91,公斤
2022,人均油料,产量,吉林,34.55,公斤
2022,人均油料,产量,黑龙江,4.60,公斤
2022,人均油料,产量,上海,0.11,公斤
2022,人均油料,产量,江苏,11.31,公斤
2022,人均油料,产量,浙江,5.03,公斤
2022,人均油料,产量,安徽,28.34,公斤
2022,人均油料,产量,福建,5.64,公斤
2022,人均油料,产量,江西,30.40,公斤
2022,人均油料,产量,山东,26.95,公斤
2022,人均油料,产量,河南,69.25,公斤
2022,人均油料,产量,湖北,64.11,公斤
2022,人均油料,产量,湖南,41.88,公斤
2022,人均油料,产量,广西,15.17,公斤
2022,人均油料,产量,海南,7.32,公斤
2022,人均油料,产量,重庆,22.05,公斤
2022,人均油料,产量,四川,51.81,公斤
2022,人均油料,产量,贵州,27.39,公斤
2022,人均油料,产量,云南,13.53,公斤
2022,人均油料,产量,西藏,12.83,公斤
2022,人均油料,产量,陕西,14.25,公斤
2022,人均油料,产量,甘肃,24.62,公斤
2022,人均油料,产量,青海,51.96,公斤
2022,人均油料,产量,宁夏,6.26,公斤
2022,人均油料,产量,新疆,14.39,公斤
2022,人均粮食,产量,全国,486.15,千克
2022,人均粮食,产量,北京,20.74,千克
2022,人均粮食,产量,天津,187.29,千克
2022,人均粮食,产量,河北,519.92,千克
2022,人均粮食,产量,山西,420.70,千克
2022,人均粮食,产量,内蒙古,1624.93,千克
2022,人均粮食,产量,辽宁,589.73,千克
2022,人均粮食,产量,黑龙江,2494.58,千克
2022,人均粮食,产量,上海,38.51,千克
2022,人均粮食,产量,江苏,442.88,千克
2022,人均粮食,产量,浙江,94.68,千克
2022,人均粮食,产量,安徽,669.96,千克
2022,人均粮食,产量,福建,121.47,千克
2022,人均粮食,产量,江西,475.82,千克
2022,人均粮食,产量,山东,545.33,千克
2022,人均粮食,产量,河南,687.39,千克
2022,人均粮食,产量,湖北,469.62,千克
2022,人均粮食,产量,湖南,456.38,千克
2022,人均粮食,产量,广东,101.93,千克
2022,人均粮食,产量,广西,276.31,千克
2022,人均粮食,产量,海南,143.28,千克
2022,人均粮食,产量,重庆,333.96,千克
2022,人均粮食,产量,四川,419.27,千克
2022,人均粮食,产量,贵州,289.22,千克
2022,人均粮食,产量,西藏,294.09,千克
2022,人均粮食,产量,陕西,328.16,千克
2022,人均粮食,产量,青海,180.44,千克
2022,人均粮食,产量,宁夏,517.31,千克
2022,人均粮食,产量,新疆,700.73,千克
2022,人均糖料,产量,全国,79.60,公斤
2022,其他农作物,播种面积,全国,5233.20,千公顷
2022,其他茶,产量,全国,54000,吨
2022,其他茶,产量,山西,2000,吨
2022,其他茶,产量,安徽,1000,吨
2022,其他茶,产量,湖北,6000,吨
2022,其他茶,产量,湖南,7000,吨
2022,其他茶,产量,广东,5000,吨
2022,其他茶,产量,广西,4000,吨
2022,其他茶,产量,海南,1000,吨
2022,其他茶,产量,重庆,1000,吨
2022,其他茶,产量,四川,20000,吨
2022,其他茶,产量,贵州,4000,吨
2022,其他茶,产量,云南,3000,吨
2022,其他谷物,产量,全国,982.20,万吨
2022,其他谷物,产量,北京,0.50,万吨
2022,其他谷物,产量,河北,78.90,万吨
2022,其他谷物,产量,山西,112.60,万吨
2022,其他谷物,产量,内蒙古,214.10,万吨
2022,其他谷物,产量,辽宁,46.40,万吨
2022,其他谷物,产量,吉林,42.10,万吨
2022,其他谷物,产量,黑龙江,8.60,万吨
2022,其他谷物,产量,上海,1.30,万吨
2022,其他谷物,产量,江苏,19.40,万吨
2022,其他谷物,产量,浙江,4.60,万吨
2022,其他谷物,产量,安徽,10.90,万吨
2022,其他谷物,产量,福建,1.70,万吨
2022,其他谷物,产量,江西,1.10,万吨
2022,其他谷物,产量,山东,12.40,万吨
2022,其他谷物,产量,河南,15.70,万吨
2022,其他谷物,产量,湖北,7.80,万吨
2022,其他谷物,产量,湖南,6.90,万吨
2022,其他谷物,产量,广东,0.40,万吨
2022,其他谷物,产量,广西,2.90,万吨
2022,其他谷物,产量,重庆,8.50,万吨
2022,其他谷物,产量,贵州,51.90,万吨
2022,其他谷物,产量,云南,63.20,万吨
2022,其他谷物,产量,西藏,83.50,万吨
2022,其他谷物,产量,陕西,36.40,万吨
2022,其他谷物,产量,甘肃,42.20,万吨
2022,其他谷物,产量,青海,24.50,万吨
2022,其他谷物,产量,宁夏,11.80,万吨
2022,其他谷物,产量,新疆,10.80,万吨
2022,其他谷物,播种面积,全国,3230.10,千公顷
2022,其他谷物,播种面积,北京,1.70,千公顷
2022,其他谷物,播种面积,天津,9.10,千公顷
2022,其他谷物,播种面积,河北,317.50,千公顷
2022,其他谷物,播种面积,山西,470,千公顷
2022,其他谷物,播种面积,内蒙古,701.40,千公顷
2022,其他谷物,播种面积,辽宁,106.50,千公顷
2022,其他谷物,播种面积,吉林,74.40,千公顷
2022,其他谷物,播种面积,黑龙江,18.50,千公顷
2022,其他谷物,播种面积,上海,2.10,千公顷
2022,其他谷物,播种面积,江苏,35.40,千公顷
2022,其他谷物,播种面积,安徽,21,千公顷
2022,其他谷物,播种面积,福建,4.40,千公顷
2022,其他谷物,播种面积,江西,7,千公顷
2022,其他谷物,播种面积,山东,34.70,千公顷
2022,其他谷物,播种面积,河南,41.90,千公顷
2022,其他谷物,播种面积,湖北,21.90,千公顷
2022,其他谷物,播种面积,湖南,19.20,千公顷
2022,其他谷物,播种面积,广东,1.30,千公顷
2022,其他谷物,播种面积,广西,15,千公顷
2022,其他谷物,播种面积,重庆,24.10,千公顷
2022,其他谷物,播种面积,四川,160.40,千公顷
2022,其他谷物,播种面积,贵州,164.80,千公顷
2022,其他谷物,播种面积,云南,222.20,千公顷
2022,其他谷物,播种面积,西藏,148.50,千公顷
2022,其他谷物,播种面积,陕西,219.30,千公顷
2022,其他谷物,播种面积,甘肃,147.70,千公顷
2022,其他谷物,播种面积,青海,97.60,千公顷
2022,其他谷物,播种面积,宁夏,107.80,千公顷
2022,其他谷物,播种面积,新疆,22.50,千公顷
2022,冬小麦,产量,北京,9.30,万吨
2022,冬小麦,产量,天津,59.40,万吨
2022,冬小麦,产量,河北,1459.90,万吨
2022,冬小麦,产量,山西,245.10,万吨
2022,冬小麦,产量,上海,10.70,万吨
2022,冬小麦,产量,江苏,1365.70,万吨
2022,冬小麦,产量,浙江,55.30,万吨
2022,冬小麦,产量,安徽,1722.30,万吨
2022,冬小麦,产量,福建,0.02,万吨
2022,冬小麦,产量,江西,3.10,万吨
2022,冬小麦,产量,山东,2641.20,万吨
2022,冬小麦,产量,河南,3812.70,万吨
2022,冬小麦,产量,湖北,405.60,万吨
2022,冬小麦,产量,湖南,7.60,万吨
2022,冬小麦,产量,广东,0.10,万吨
2022,冬小麦,产量,广西,0.80,万吨
2022,冬小麦,产量,重庆,6.30,万吨
2022,冬小麦,产量,四川,247.60,万吨
2022,冬小麦,产量,贵州,28.90,万吨
2022,冬小麦,产量,西藏,12.30,万吨
2022,冬小麦,产量,陕西,429.80,万吨
2022,冬小麦,产量,甘肃,183.40,万吨
2022,冬小麦,产量,宁夏,5.10,万吨
2022,冬小麦,产量,新疆,471.60,万吨
2022,冬小麦,播种面积,全国,22341.30,千公顷
2022,冬小麦,播种面积,北京,17.60,千公顷
2022,冬小麦,播种面积,天津,95.10,千公顷
2022,冬小麦,播种面积,河北,2219.30,千公顷
2022,冬小麦,播种面积,山西,534.90,千公顷
2022,冬小麦,播种面积,上海,15.40,千公顷
2022,冬小麦,播种面积,江苏,2377.30,千公顷
2022,冬小麦,播种面积,浙江,130.60,千公顷
2022,冬小麦,播种面积,安徽,2849.37,千公顷
2022,冬小麦,播种面积,福建,0.10,千公顷
2022,冬小麦,播种面积,江西,12,千公顷
2022,冬小麦,播种面积,山东,4003.60,千公顷
2022,冬小麦,播种面积,河南,5682.50,千公顷
2022,冬小麦,播种面积,湖北,1031.30,千公顷
2022,冬小麦,播种面积,广东,0.40,千公顷
2022,冬小麦,播种面积,广西,4.40,千公顷
2022,冬小麦,播种面积,重庆,18.90,千公顷
2022,冬小麦,播种面积,四川,581.20,千公顷
2022,冬小麦,播种面积,贵州,114.20,千公顷
2022,冬小麦,播种面积,云南,266.80,千公顷
2022,冬小麦,播种面积,西藏,20.90,千公顷
2022,冬小麦,播种面积,陕西,958,千公顷
2022,冬小麦,播种面积,甘肃,524.20,千公顷
2022,冬小麦,播种面积,宁夏,30.30,千公顷
2022,冬小麦,播种面积,新疆,830.70,千公顷
2022,双季晚稻,产量,全国,3073,万吨
2022,双季晚稻,产量,浙江,66,万吨
2022,双季晚稻,产量,安徽,101.60,万吨
2022,双季晚稻,产量,福建,163.10,万吨
2022,双季晚稻,产量,江西,742.90,万吨
2022,双季晚稻,产量,湖北,97.60,万吨
2022,双季晚稻,产量,湖南,794.40,万吨
2022,双季晚稻,产量,广东,588.50,万吨
2022,双季晚稻,产量,海南,59.80,万吨
2022,双季晚稻,产量,云南,5.80,万吨
2022,双季晚稻,播种面积,全国,5106.40,千公顷
2022,双季晚稻,播种面积,浙江,100,千公顷
2022,双季晚稻,播种面积,安徽,181.13,千公顷
2022,双季晚稻,播种面积,福建,249.70,千公顷
2022,双季晚稻,播种面积,江西,1246.90,千公顷
2022,双季晚稻,播种面积,湖北,141.90,千公顷
2022,双季晚稻,播种面积,湖南,1273,千公顷
2022,双季晚稻,播种面积,广东,971.70,千公顷
2022,双季晚稻,播种面积,广西,813.80,千公顷
2022,双季晚稻,播种面积,海南,116.40,千公顷
2022,双季晚稻,播种面积,云南,11.90,千公顷
2022,向日葵籽,产量,全国,174.13,万吨
2022,向日葵籽,播种面积,全国,623.20,千公顷
2022,向日葵籽,播种面积,北京,0.10,千公顷
2022,向日葵籽,播种面积,天津,0.40,千公顷
2022,向日葵籽,播种面积,河北,44.50,千公顷
2022,向日葵籽,播种面积,山西,27,千公顷
